protein_id_3610	PS	assembly_3610	seq_type_3610	chromosome_3610	genomic_accession_3610	start_3610	end_3610	strand_3610	name_3610	symbol_3610	locus_tag_3610	feature_interval_length_3610	product_length_3610	protein_id_168	assembly_168	seq_type_168	chromosome_168	genomic_accession_168	start_168	end_168	strand_168	name_168	symbol_168	locus_tag_168	feature_interval_length_168	product_length_168	symbol_168	category	syn_name	synonyms	operons
AQZ90174.1	8	GCA_002055965.1	chromosome		CP020102.1	1345871	1346710	+	phage-like element PBSX protein XepA	xepA	B4U62_07085	840	279	CAB13135.2	GCA_000009045.1	chromosome	NA	AL009126.3	1345839	1346678	+	"phage PBSX; lytic exoenzyme"	xepA	BSU_12780	840	279	xepA	Cellular processes#Cell envelope and cell division#Cell wall degradation/ turnover#Autolysis;Prophages and mobile genetic elements#Prophages#PBSX prophage;Groups of genes#Secreted proteins	xepA	xepA;xkdY	xtmA→xlyA
AQZ91463.1	3	GCA_002055965.1	chromosome		CP020102.1	2652408	2652818	-	sporulation-specific extracellular nuclease	nucB	B4U62_13895	411	136	CAB14516.1	GCA_000009045.1	chromosome	NA	AL009126.3	2652387	2652797	-	sporulation-specific matrix degrading exported DNase	nucB	BSU_25750	411	136	nucB	Metabolism#Nucleotide metabolism#Utilization of nucleotides;Groups of genes#Secreted proteins	nucB	nucB	nucB
AQZ91854.1	1	GCA_002055965.1	chromosome		CP020102.1	3032434	3033057	-	TetR family transcriptional regulator	yttP	B4U62_15955	624	207	CAB14941.1	GCA_000009045.1	chromosome	NA	AL009126.3	3032417	3033040	-	regulator of FtsZ defining the chromosome region captured in the forespore	refZ	BSU_29630	624	207	refZ	Cellular processes#Cell envelope and cell division#Cell division#Other genes;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other	refZ	refZ;yttP	refZ
AQZ89110.1	1	GCA_002055965.1	chromosome		CP020102.1	219651	220076	+	thioredoxin	skfH	B4U62_01240	426	141	CAB11992.2	GCA_000009045.1	chromosome	NA	AL009126.3	219607	220032	+	"sibling killing effect; sporulation killing factor biosynthesis and export"	skfH	BSU_01980	426	141	skfH	Prophages and mobile genetic elements#Prophages#Prophage 1;Groups of genes#Proteins of unknown function	skfH	skfH;ybdE	skfA→skfH
AQZ92411.1	1	GCA_002055965.1	chromosome		CP020102.1	3634999	3635913	-	flagellin	hag	B4U62_19050	915	304	CAB15553.1	GCA_000009045.1	chromosome	NA	AL009126.3	3634987	3635901	-	flagellin protein	hag	BSU_35360	915	304	hag	Information processing#Genetics#Genetic competence;Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis#Flagellar proteins;Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation#Other proteins required for efficient pellicle biofilm formation;Lifestyles#Exponential and early post-exponential lifestyles#Genetic competence;Lifestyles#Exponential and early post-exponential lifestyles#Swarming;Groups of genes#Secreted proteins	hag	hag	hag
AQZ92767.1	2	GCA_002055965.1	chromosome		CP020102.1	3993201	3994421	+	sensor histidine kinase	yxjM	B4U62_20920	1221	406	CAB15916.1	GCA_000009045.1	chromosome	NA	AL009126.3	3993162	3994382	+	two-component sensor histidine kinase [YxjL]	yxjM	BSU_38900	1221	406	yxjM	Information processing#Protein synthesis, modification and degradation#Protein modification#Protein kinases;Information processing#Regulation of gene expression#Transcription factors and their control#Control of two-component response regulators#Two-component sensor kinase;Groups of genes#Membrane proteins;Groups of genes#Phosphoproteins#Phosphorylation on a His residue	yxjM	yxjM	NA
AQZ91407.1	1	GCA_002055965.1	chromosome		CP020102.1	2597524	2598645	-	Nif3-like dinuclear metal center hexameric protein	yqfO	B4U62_13595	1122	373	CAB14447.1	GCA_000009045.1	chromosome	NA	AL009126.3	2597502	2598623	-	putative GTP cyclohydrolase	yqfO	BSU_25170	1122	373	yqfO	Groups of genes#Proteins of unknown function	yqfO	yqfO	trmK-yqfO
AQZ92518.1	2	GCA_002055965.1	chromosome		CP020102.1	3746317	3747129	-	flagellar hook-basal body complex protein FlhO	flhO	B4U62_19615	813	270	CAB15657.1	GCA_000009045.1	chromosome	NA	AL009126.3	3746279	3747091	-	flagellar basal-body accessory rod protein	flhO	BSU_36400	813	270	flhO	Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis#Flagellar proteins;Groups of genes#Secreted proteins	flhO	flhO;flgG;yvyA	flhO→flhP
AQZ91773.1	1	GCA_002055965.1	chromosome		CP020102.1	2949070	2950041	-	endo-alpha-(1->5)-L-arabinanase	abnA	B4U62_15535	972	323	CAB14841.2	GCA_000009045.1	chromosome	NA	AL009126.3	2949053	2950024	-	arabinan-endo-1,5-alpha-L-arabinase	abnA	BSU_28810	972	323	abnA	Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of arabinan/ arabinose/ arabitol;Groups of genes#Secreted proteins	abnA	abnA	abnA
AQZ90949.1	7	GCA_002055965.1	chromosome		CP020102.1	2193280	2193693	-	hypothetical protein	yoqU	B4U62_11170	414	137	CAB13943.1	GCA_000009045.1	chromosome	NA	AL009126.3	2193248	2193661	-	"conserved hypothetical protein; phage SPbeta"	yoqU	BSU_20510	414	137	yoqU	Prophages and mobile genetic elements#Prophages#SP-beta prophage	yoqU	yoqU	NA
AQZ91200.1	7	GCA_002055965.1	chromosome		CP020102.1	2405138	2405581	-	hypothetical protein	ypbF	B4U62_12475	444	147	CAB14215.1	GCA_000009045.1	chromosome	NA	AL009126.3	2405114	2405557	-	conserved protein of unknown function	ypbF	BSU_22990	444	147	ypbF	Groups of genes#Proteins of unknown function	ypbF	ypbF	NA
AQZ91830.1	3	GCA_002055965.1	chromosome		CP020102.1	3008266	3008802	-	N-acetyltransferase	ytmI	B4U62_15830	537	178	CAB14899.1	GCA_000009045.1	chromosome	NA	AL009126.3	3008249	3008785	-	N-acetyltransferase acting on sulfur compounds	snaA	BSU_29390	537	178	snaA	Metabolism#Additional metabolic pathways#Sulfur metabolism#Conversion of S-methyl cysteine to cysteine	snaA	snaA;ytmI	snaA→ytnM
AQZ89061.1	1	GCA_002055965.1	chromosome		CP020102.1	152973	153716	+	tRNA pseudouridine(38-40) synthase TruA	truA	B4U62_00895	744	247	CAB11924.2	GCA_000009045.1	chromosome	NA	AL009126.3	152937	153680	+	tRNA pseudouridine (38-40) synthase	truA	BSU_01480	744	247	truA	Information processing#Protein synthesis, modification and degradation#Translation#tRNA modification and maturation;Groups of genes#Universally conserved proteins	truA	truA;ybaH	truA->rpsI
AQZ90403.1	1	GCA_002055965.1	chromosome		CP020102.1	1577440	1578336	+	2-dehydropantoate 2-reductase	ylbQ	B4U62_08310	897	298	CAB13384.1	GCA_000009045.1	chromosome	NA	AL009126.3	1577409	1578305	+	2-dehydropantoate 2-reductase	panE	BSU_15110	897	298	ylbQ	Metabolism#Additional metabolic pathways#Biosynthesis of cofactors#Biosynthesis of coenzyme A	ylbQ	ylbQ	ylbQ→bshC
AQZ89131.1	1	GCA_002055965.1	chromosome		CP020102.1	241961	242881	-	transporter	ybfH	B4U62_01360	921	306	CAB12015.1	GCA_000009045.1	chromosome	NA	AL009126.3	241917	242837	-	putative permease	ybfH	BSU_02210	921	306	ybfH	Groups of genes#Membrane proteins;Groups of genes#Proteins of unknown function	ybfH	ybfH	ybfI→ybfH
AQZ89385.1	2	GCA_002055965.1	chromosome		CP020102.1	531827	532021	+	excisionase	sacV	B4U62_02780	195	64	CAB12290.1	GCA_000009045.1	chromosome	NA	AL009126.3	531787	531981	+	ICEBs1 mobile element: excisionase	xis	BSU_04830	195	64	xis	Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1	xis	xis;ydzC; sacV	xis->yddJ
AQZ90684.1	3	GCA_002055965.1	chromosome		CP020102.1	1925687	1926079	-	spore coat protein M	cotM	B4U62_09775	393	130	CAB13681.1	GCA_000009045.1	chromosome	NA	AL009126.3	1925655	1926047	-	spore coat protein (outer)	cotM	BSU_17970	393	130	cotM	Lifestyles#Sporulation#Sporulation proteins#Spore coat proteins#Class II	cotM	cotM;yneL	cotM
AQZ91250.1	1	GCA_002055965.1	chromosome		CP020102.1	2449865	2450314	-	transcriptional repressor	fur	B4U62_12755	450	149	CAB14284.2	GCA_000009045.1	chromosome	NA	AL009126.3	2449841	2450290	-	transcriptional regulator for iron transport and metabolism	fur	BSU_23520	450	149	fur	Cellular processes#Homeostasis#Acquisition of iron#Acquisition of iron / Other;Metabolism#Additional metabolic pathways#Iron metabolism#Acquisition of iron / Other;Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other	fur	fur;yqkL	fur
AQZ91627.1	1	GCA_002055965.1	chromosome		CP020102.1	2795100	2795753	-	SAM-dependent methyltransferase	yrrM	B4U62_14765	654	217	CAB14678.1	GCA_000009045.1	chromosome	NA	AL009126.3	2795082	2795735	-	putative acyl-CoA O-methyltransferase	yrrM	BSU_27360	654	217	trmR	Information processing#Protein synthesis, modification and degradation#Translation#tRNA modification and maturation	trmR	trmR;yrrM	trmR→greA
AQZ92840.1	1	GCA_002055965.1	chromosome		CP020102.1	4070431	4071204	-	ABC transporter ATP-binding protein	yxdL	B4U62_21300	774	257	CAB16000.2	GCA_000009045.1	chromosome	NA	AL009126.3	4070393	4071166	-	"ABC transporter (ATP-binding protein); efflux of cationic peptides"	tpeL	BSU_39640	774	257	yxdL	Cellular processes#Transporters#ABC transporters#Exporters#Export of peptides;Lifestyles#Coping with stress#Resistance against toxins/ antibiotics;Groups of genes#Membrane proteins	yxdL	yxdL	yxdL→yxeA
AQZ91156.1	4	GCA_002055965.1	chromosome		CP020102.1	2361575	2362369	-	sporulation protein YpjB	ypjB	B4U62_12230	795	264	CAB14168.1	GCA_000009045.1	chromosome	NA	AL009126.3	2361544	2362338	-	sporulation septum-associated protein	ypjB	BSU_22520	795	264	ypjB	Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Membrane proteins	ypjB	ypjB	ypjB
AQZ92009.1	1	GCA_002055965.1	chromosome		CP020102.1	3208296	3210284	-	methyl-accepting chemotaxis protein TlpA	tlpA	B4U62_16900	1989	662	CAB15103.1	GCA_000009045.1	chromosome	NA	AL009126.3	3208280	3210268	-	methyl-accepting chemotaxis protein (membrane curvature dependent localisation)	tlpA	BSU_31250	1989	662	tlpA	Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis#Signal transduction in motility and chemotaxis#Membrane-bound chemoreceptors;Groups of genes#Membrane proteins	tlpA	tlpA	tlpA→mcpA
AQZ92075.1	3	GCA_002055965.1	chromosome		CP020102.1	3276156	3276449	-	WXG100 family type VII secretion target	yukE	B4U62_17245	294	97	CAB15179.2	GCA_000009045.1	chromosome	NA	AL009126.3	3276141	3276434	-	small WGX100 secreted protein (ESX-dependent secretion)	yukE	BSU_31910	294	97	yukE	Groups of genes#Proteins of unknown function	yukE	yukE	yukE, yukE→yueD
AQZ91987.1	1	GCA_002055965.1	chromosome		CP020102.1	3180481	3182010	-	flotillin	yuaG	B4U62_16770	1530	509	CAB15079.1	GCA_000009045.1	chromosome	NA	AL009126.3	3180465	3181994	-	flotillin lipid rafts scaffold protein	floT	BSU_31010	1530	509	floT	Cellular processes#Cell envelope and cell division#Membrane dynamics;Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation;Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation#Other proteins required for biofilm formation;Lifestyles#Sporulation#Sporulation/ other;Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y);Groups of genes#Membrane proteins	floT	floT;yuaG;yuaH	yuaF→yuaI
AQZ90798.1	1	GCA_002055965.1	chromosome		CP020102.1	2079643	2080368	-	AraC family transcriptional regulator	yobQ	B4U62_10385	726	241	CAB13797.1	GCA_000009045.1	chromosome	NA	AL009126.3	2079611	2080336	-	putative transcriptional regulator (AraC/XylS family)	yobQ	BSU_19050	726	241	yobQ	Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factor/ other/ based on similarity	yobQ	yobQ	yobT→csaA, yobR→csaA
AQZ90849.1	1	GCA_002055965.1	chromosome		CP020102.1	2127846	2128454	+	nitroreductase family protein	yodC	B4U62_10650	609	202	CAB13846.1	GCA_000009045.1	chromosome	NA	AL009126.3	2127813	2128421	+	water forming NADH oxidase (nitroreductase)	noxC	BSU_19550	609	202	yodC	Metabolism#Electron transport and ATP synthesis#Electron transport/ other/ based on similarity;Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	yodC	yodC	yodC
AQZ89402.1	3	GCA_002055965.1	chromosome		CP020102.1	546206	547006	-	TIR domain-containing protein	yddK	B4U62_02870	801	266	CAB12307.1	GCA_000009045.1	chromosome	NA	AL009126.3	546166	546966	-	ICEBs1 mobile element: conserved protein of unknown function	yddK	BSU_05000	801	266	yddK	Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1;Groups of genes#Proteins of unknown function	yddK	yddK	yddK
AQZ91378.1	1	GCA_002055965.1	chromosome		CP020102.1	2571928	2573451	-	rhomboid protease GluP	gluP	B4U62_13445	1524	507	CAB14418.2	GCA_000009045.1	chromosome	NA	AL009126.3	2571907	2573430	-	membrane endopeptidase	glpG	BSU_24870	1524	507	yqgP	Information processing#Protein synthesis, modification and degradation#Proteolysis#Additional proteins involved in proteolysis;Groups of genes#Membrane proteins	yqgP	yqgP;glpG;gluP	yqgP→yqgS
AQZ91355.1	4	GCA_002055965.1	chromosome		CP020102.1	2553102	2553887	-	spore coat-associated protein N	tasA	B4U62_13310	786	261	CAB14393.1	GCA_000009045.1	chromosome	NA	AL009126.3	2553081	2553866	-	major biofilm matrix component	tasA	BSU_24620	786	261	tasA	Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation;Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation#Amyloid protein synthesis, secretion and assembly;Groups of genes#Secreted proteins	tasA	tasA;cotN;yqhF	tapA→tasA
AQZ92169.1	4	GCA_002055965.1	chromosome		CP020102.1	3374016	3374348	+	spore coat protein	yusN	B4U62_17750	333	110	CAB15275.1	GCA_000009045.1	chromosome	NA	AL009126.3	3374001	3374333	+	putative spore coat-like protein	yusN	BSU_32860	333	110	yusN	Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other	yusN	yusN	yuzM->yusN
AQZ89167.1	1	GCA_002055965.1	chromosome		CP020102.1	279103	280038	+	two-component sensor histidine kinase	ycbM	B4U62_01545	936	311	CAB12050.2	GCA_000009045.1	chromosome	NA	AL009126.3	279059	279994	+	two-component sensor histidine kinase [YcbL]	ycbM	BSU_02560	936	311	ycbM	Information processing#Protein synthesis, modification and degradation#Protein modification#Protein kinases;Information processing#Regulation of gene expression#Transcription factors and their control#Control of two-component response regulators#Two-component sensor kinase;Groups of genes#Membrane proteins;Groups of genes#Phosphoproteins#Phosphorylation on a His residue	ycbM	ycbM	ycbL→ycbO
AQZ90272.1	2	GCA_002055965.1	chromosome		CP020102.1	1445346	1445573	+	hypothetical protein	ykzQ	B4U62_07605	228	75	CAX52610.1	GCA_000009045.1	chromosome	NA	AL009126.3	1445314	1445541	+	putative peptidoglycan binding protein	ykzQ	BSU_13789	228	75	ykzQ	Groups of genes#Proteins of unknown function	ykzQ	ykzQ	ykvP→ykzR, ykzQ
AQZ92295.1	1	GCA_002055965.1	chromosome		CP020102.1	3507266	3508531	-	cyclodextrin-binding protein	cycB	B4U62_18435	1266	421	CAB15421.1	GCA_000009045.1	chromosome	NA	AL009126.3	3507253	3508518	-	polygalactose / cyclodextrin-binding lipoprotein	ganS	BSU_34160	1266	421	ganS	Cellular processes#Transporters#ABC transporters#Importers#Uptake of carbon sources;Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of galactan;Groups of genes#Membrane proteins	ganS	cycB;yvfK	ganS→ganB
AQZ90618.1	2	GCA_002055965.1	chromosome		CP020102.1	1867405	1867626	+	RNA-binding protein Hfq	hfq	B4U62_09425	222	73	CAB13618.1	GCA_000009045.1	chromosome	NA	AL009126.3	1867373	1867594	+	Hfq RNA chaperone	hfq	BSU_17340	222	73	hfq	Information processing#RNA synthesis and degradation#RNA chaperones	hfq	hfq;ymaH	miaA→hfq, ymaF→hfq, hfq
AQZ90845.1	11	GCA_002055965.1	chromosome		CP020102.1	2124562	2124798	-	hypothetical protein	yojB	B4U62_10630	237	78	CAB13842.1	GCA_000009045.1	chromosome	NA	AL009126.3	2124529	2124765	-	conserved hypothetical protein	yojB	BSU_19510	237	78	yojB	Lifestyles#Sporulation#Sporulation proteins#Newly identified sporulation proteins (based on transcription profiling)	yojB	yojB	yojA→yojB, yojB
AQZ89779.1	1	GCA_002055965.1	chromosome		CP020102.1	957743	959098	-	dehydrogenase	ygaK	B4U62_04985	1356	451	CAB12708.2	GCA_000009045.1	chromosome	NA	AL009126.3	957705	959060	-	putative FAD-dependent oxido-reductase	ygaK	BSU_08800	1356	451	ygaK	Lifestyles#Sporulation#Sporulation proteins#Spore coat proteins#Not yet assigned;Groups of genes#Poorly characterized/ putative enzymes	ygaK	ygaK	ygaK
AQZ89435.1	3	GCA_002055965.1	chromosome		CP020102.1	579088	579273	+	hypothetical protein	ydzO	B4U62_03050	186	61	CAX52555.1	GCA_000009045.1	chromosome	NA	AL009126.3	579047	579232	+	hypothetical protein	ydzO	BSU_05329	186	61	ydzO	Groups of genes#Proteins of unknown function	ydzO	ydzO	ydeS->ydzO
AQZ89086.1	1	GCA_002055965.1	chromosome		CP020102.1	193614	194069	-	hypothetical protein	ybbK	B4U62_01095	456	151	CAB11948.2	GCA_000009045.1	chromosome	NA	AL009126.3	193570	194025	-	conserved protein of unknown function	ybbK	BSU_01720	456	151	ybbK	Groups of genes#Proteins of unknown function	ybbK	ybbK	NA
AQZ89907.1	1	GCA_002055965.1	chromosome		CP020102.1	1086155	1087216	+	uroporphyrinogen decarboxylase	hemE	B4U62_05665	1062	353	CAB12852.1	GCA_000009045.1	chromosome	NA	AL009126.3	1086117	1087178	+	uroporphyrinogen III decarboxylase	hemE	BSU_10120	1062	353	hemE	Metabolism#Additional metabolic pathways#Biosynthesis of cofactors#Biosynthesis of heme/ siroheme	hemE	hemE	hemE→hemY
AQZ90185.1	1	GCA_002055965.1	chromosome		CP020102.1	1356479	1357450	+	glycosyltransferase	ykcC	B4U62_07140	972	323	CAB13146.2	GCA_000009045.1	chromosome	NA	AL009126.3	1356447	1357418	+	putative glycosyltransferase	ykcC	BSU_12890	972	323	ykcC	Groups of genes#Membrane proteins;Groups of genes#Poorly characterized/ putative enzymes	ykcC	ykcC	ykcB→ykcC
AQZ89386.1	6	GCA_002055965.1	chromosome		CP020102.1	532018	532278	+	hypothetical protein	ydzL	B4U62_02785	261	86	CAX52552.1	GCA_000009045.1	chromosome	NA	AL009126.3	531978	532238	+	ICEBs1 mobile element: conserved protein of unknown function	ydzL	BSU_04839	261	86	ydzL	Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1;Groups of genes#Proteins of unknown function	ydzL	ydzL	xis->yddJ
AQZ90384.1	4	GCA_002055965.1	chromosome		CP020102.1	1564094	1564426	+	cytochrome c oxidase subunit 4B	ctaF	B4U62_08210	333	110	CAB13365.1	GCA_000009045.1	chromosome	NA	AL009126.3	1564063	1564395	+	cytochrome caa3 oxidase (subunit IV)	ctaF	BSU_14920	333	110	ctaF	Metabolism#Electron transport and ATP synthesis#Respiration#Terminal oxidases;Groups of genes#Membrane proteins	ctaF	ctaF	ctaB→ctaG
AQZ91486.1	2	GCA_002055965.1	chromosome		CP020102.1	2668783	2669361	-	phage portal protein	yqcA	B4U62_14010	579	192	CAB14538.2	GCA_000009045.1	chromosome	NA	AL009126.3	2668762	2669340	-	"putative phage tail baseplate protein; skin element"	yqcA	BSU_25970	579	192	yqcA	Prophages and mobile genetic elements#Prophages#Skin element	yqcA	yqcA	NA
AQZ91296.1	1	GCA_002055965.1	chromosome		CP020102.1	2493684	2494577	+	lipid kinase	bmrU	B4U62_13005	894	297	CAB14331.2	GCA_000009045.1	chromosome	NA	AL009126.3	2493662	2494555	+	putative lipid kinase BmrU	bmrU	BSU_24000	894	297	bmrU	Lifestyles#Coping with stress#General stress proteins (controlled by SigB);Lifestyles#Coping with stress#Resistance against toxins/ antibiotics	bmrU	bmrU	bmrU→bmrR
AQZ89426.1	1	GCA_002055965.1	chromosome		CP020102.1	571430	572821	+	GntR family transcriptional regulator	ydeL	B4U62_03005	1392	463	CAB12331.1	GCA_000009045.1	chromosome	NA	AL009126.3	571389	572780	+	putative PLP-dependent transcriptional regulator	ydeL	BSU_05240	1392	463	ydeL	Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factor/ other/ based on similarity	ydeL	ydeL	NA
AQZ91569.1	2	GCA_002055965.1	chromosome		CP020102.1	2735700	2736554	-	aminoglycoside 6-adenylyltransferase AadK	aadK	B4U62_14460	855	284	CAB14620.1	GCA_000009045.1	chromosome	NA	AL009126.3	2735682	2736536	-	aminoglycoside 6-adenylyltransferase	aadK	BSU_26790	855	284	aadK	Lifestyles#Coping with stress#Resistance against toxins/ antibiotics	aadK	aadK	aadK→bstE
AQZ89230.1	2	GCA_002055965.1	chromosome		CP020102.1	348767	350002	+	hypothetical protein	ycgP	B4U62_01900	1236	411	CAB12117.2	GCA_000009045.1	chromosome	NA	AL009126.3	348724	349959	+	transcriptional activator of proline degradation operon	putR	BSU_03230	1236	411	putR	Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids#Utilization of proline;Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other	putR	putR;ycgP;prcR	putR
